tweet_id,favorites,retweets
812747805718642688,0,7829
812709060537683968,7225,1610
812503143955202048,6649,1380
812466873996607488,8731,2172
812372279581671427,14945,4130
811985624773361665,7944,1586
811744202451197953,8244,1820
811647686436880384,6086,837
811627233043480576,13984,3538
811386762094317568,22805,7213
810984652412424192,5828,1610
810896069567610880,9878,2016
810657578271330305,11974,2977
810284430598270976,38765,12919
810254108431155201,16046,3786
809920764300447744,16904,4392
809808892968534016,0,5540
809448704142938112,7575,1659
809220051211603969,21781,6344
809084759137812480,14428,3952
808838249661788160,11033,3427
808733504066486276,8628,2441
808501579447930884,12331,2921
808344865868283904,46452,23413
808134635716833280,0,6732
808106460588765185,9524,2459
808001312164028416,13744,3984
807621403335917568,15944,4153
807106840509214720,123117,61198
807059379405148160,0,8280
807010152071229440,14241,4299
806629075125202948,82271,39494
806620845233815552,0,6226
806576416489959424,5286,2178
806542213899489280,11161,2679
806242860592926720,0,13209
806219024703037440,7000,1354
805958939288408065,0,6056
805932879469572096,9027,2142
805826884734976000,7187,2067
805823200554876929,0,9103
805520635690676224,6266,1868
805487436403003392,9576,2857
805207613751304193,8503,1916
804738756058218496,15024,4349
804475857670639616,6735,2272
804413760345620481,0,3629
804026241225523202,48788,18312
803773340896923648,10993,3126
803692223237865472,0,8404
803638050916102144,12010,4682
803380650405482500,8464,2098
803321560782307329,0,6036
803276597545603072,10974,2786
802952499103731712,9869,2261
802624713319034886,0,3303
802600418706604034,7782,1659
802572683846291456,9779,2833
802323869084381190,17776,6605
802265048156610565,6931,1532
802239329049477120,9924,2940
802185808107208704,0,303
801958328846974976,8448,1928
801854953262350336,1923,263
801538201127157760,8955,2324
801285448605831168,6639,936
801167903437357056,26851,6732
801127390143516673,0,4493
801115127852503040,8831,2357
800859414831898624,757,109
800855607700029440,0,1840
800751577355128832,11481,3127
800513324630806528,14393,3399
800459316964663297,10340,2425
800443802682937345,0,4897
800388270626521089,12210,3160
800188575492947969,0,4445
800141422401830912,16741,2900
800018252395122689,31091,14907
799774291445383169,0,5309
799757965289017345,9205,2441
799422933579902976,8801,2157
799308762079035393,0,6268
799297110730567681,10847,3139
799063482566066176,8858,2784
798933969379225600,14422,5065
798925684722855936,8119,1621
798705661114773508,0,7487
798701998996647937,0,8842
798697898615730177,0,7360
798694562394996736,0,5627
798686750113755136,0,2622
798682547630837760,0,5357
798673117451325440,0,6289
798665375516884993,0,4397
798644042770751489,0,2092
798628517273620480,0,2216
798585098161549313,0,6460
798576900688019456,0,6665
798340744599797760,0,3801
798209839306514432,11352,2880
797971864723324932,12759,3556
797545162159308800,15892,5480
797236660651966464,21900,7489
797165961484890113,251,32
796904159865868288,0,10085
796865951799083009,8399,2144
796759840936919040,12997,3459
796563435802726400,0,8281
796484825502875648,8302,1991
796387464403357696,12078,4707
796177847564038144,0,16194
796149749086875649,35472,16194
796125600683540480,5418,2019
796116448414461957,9943,2735
796080075804475393,9251,2616
796031486298386433,11832,4174
795464331001561088,54600,26935
795400264262053889,11065,3235
795076730285391872,17776,6133
794983741416415232,0,3812
794926597468000259,11263,2617
794355576146903043,0,11638
794332329137291264,10465,2988
794205286408003585,10088,3761
793962221541933056,18465,5540
793845145112371200,10083,2119
793614319594401792,0,3534
793601777308463104,8731,1849
793500921481273345,11717,2694
793286476301799424,26983,10397
793271401113350145,9459,2666
793256262322548741,21895,9412
793241302385262592,11546,3710
793226087023144960,10773,3228
793210959003287553,9788,3190
793195938047070209,16735,6348
793180763617361921,7577,2241
793165685325201412,10301,3146
793150605191548928,6765,1933
793135492858580992,7070,2803
793120401413079041,13902,4407
792913359805018113,15728,4548
792883833364439040,12391,4828
792773781206999040,8043,1900
792394556390137856,14789,4850
792050063153438720,7865,2031
791821351946420224,0,23763
791784077045166082,0,10934
791780927877898241,0,4293
791774931465953280,49382,25138
791672322847637504,12866,3534
791406955684368384,14388,4645
791312159183634433,9627,2865
791026214425268224,0,4666
790987426131050500,10846,2414
790946055508652032,18204,5313
790723298204217344,0,2620
790698755171364864,8991,2152
790581949425475584,22651,8093
790337589677002753,8569,2106
790277117346975746,13759,3635
790227638568808452,0,4052
789986466051088384,10144,2620
789960241177853952,0,4696
789903600034189313,11391,4674
789628658055020548,8261,2010
789599242079838210,7438,2185
789530877013393408,12882,3812
789314372632018944,9432,2608
789280767834746880,0,5595
789268448748703744,9997,2926
789137962068021249,10640,3150
788908386943430656,29988,14005
788765914992902144,30039,11638
788552643979468800,0,8167
788412144018661376,17091,5992
788178268662984705,7922,2405
788150585577050112,6738,1473
788070120937619456,0,3852
788039637453406209,6723,1493
787810552592695296,9504,3442
787717603741622272,11180,3136
787397959788929025,11864,3194
787322443945877504,8540,1972
787111942498508800,0,7564
786963064373534720,29083,9039
786729988674449408,0,2734
786709082849828864,19898,6871
786664955043049472,11686,2899
786595970293370880,10285,3502
786363235746385920,11932,3957
786286427768250368,8743,3239
786233965241827333,16790,5401
786051337297522688,1576,174
786036967502913536,0,7967
785927819176054784,12444,3559
785872687017132033,7312,2061
785639753186217984,8539,2495
785533386513321988,9979,2268
785515384317313025,6668,1428
785264754247995392,7949,1849
785170936622350336,13239,5490
784826020293709826,11105,3629
784517518371221505,9816,2863
784431430411685888,6214,1445
784183165795655680,22014,9103
784057939640352768,32729,12605
783839966405230592,32902,12206
783821107061198850,8049,2217
783695101801398276,11410,3622
783466772167098368,9263,2539
783391753726550016,18479,6215
783347506784731136,0,6330
783334639985389568,31963,13209
783085703974514689,8908,2495
782969140009107456,26390,8280
782747134529531904,8150,1568
782722598790725632,18856,6057
782598640137187329,8516,2118
782305867769217024,18220,6269
782021823840026624,0,7026
781955203444699136,12122,3790
781661882474196992,11410,3048
781655249211752448,4372,1256
781524693396357120,22680,6226
781308096455073793,7792,2864
781251288990355457,9233,2367
781163403222056960,10666,3067
780931614150983680,23627,8281
780858289093574656,7849,2245
780800785462489090,6024,1459
780601303617732608,13210,3744
780543529827336192,6886,1953
780496263422808064,0,4184
780476555013349377,0,133
780459368902959104,5769,1194
780192070812196864,9512,2519
780092040432480260,0,2584
780074436359819264,13386,5621
779834332596887552,20777,7967
779377524342161408,9635,3507
779124354206535695,0,20700
779123168116150273,12884,4094
779056095788752897,16149,5086
778990705243029504,21855,8190
778774459159379968,0,11196
778764940568104960,935,412
778748913645780993,7535,1502
778650543019483137,6302,1680
778624900596654080,5071,1137
778408200802557953,14868,4882
778396591732486144,0,13760
778383385161035776,6379,1233
778286810187399168,11317,3718
778039087836069888,9247,2970
778027034220126208,7157,1826
777953400541634568,0,3958
777885040357281792,6928,1845
777684233540206592,12254,3303
777641927919427584,0,4789
777621514455814149,9537,2804
777189768882946048,15594,4850
776819012571455488,0,15393
776813020089548800,5318,1357
776477788987613185,9660,3149
776249906839351296,0,10303
776218204058357768,32699,17942
776201521193218049,10452,2823
776113305656188928,12815,4897
776088319444877312,2002,171
775898661951791106,0,17355
775842724423557120,12747,3010
775733305207554048,15082,4493
775729183532220416,14071,5143
775364825476165632,8105,3350
775350846108426240,11054,4393
775085132600442880,16935,5309
774757898236878852,9294,1978
774639387460112384,7321,1951
774314403806253056,23682,6268
773985732834758656,11688,4354
773922284943896577,6957,1937
773704687002451968,7173,1834
773670353721753600,5796,1452
773547596996571136,24004,6921
773336787167145985,0,5723
773308824254029826,25263,8382
773247561583001600,10200,3589
773191612633579521,10877,4603
772877495989305348,9344,4357
772826264096874500,8681,2604
772615324260794368,0,3774
772581559778025472,7048,1899
772193107915964416,6534,1555
772152991789019136,4105,1262
772117678702071809,4078,819
772114945936949249,2946,527
772102971039580160,4361,1035
771908950375665664,7152,2119
771770456517009408,13075,3801
771500966810099713,8985,2929
771380798096281600,11463,5723
771171053431250945,0,8458
771136648247640064,9998,3268
771102124360998913,6758,1607
771014301343748096,7479,1851
771004394259247104,0,246
770787852854652928,5389,1370
770772759874076672,5642,1581
770743923962707968,0,50941
770655142660169732,7962,1953
770414278348247044,6844,2308
770293558247038976,6776,1667
770093767776997377,0,3404
770069151037685760,8232,2575
769940425801170949,34202,10802
769695466921623552,6952,1862
769335591808995329,0,8590
769212283578875904,5869,1918
768970937022709760,15660,7324
768909767477751808,0,3028
768855141948723200,4566,1002
768609597686943744,4476,1349
768596291618299904,5471,1430
768554158521745409,0,6514
768473857036525572,14785,3834
768193404517830656,11851,3958
767884188863397888,5171,1575
767754930266464257,17427,6036
767500508068192258,8134,2608
767191397493538821,13345,4272
767122157629476866,10980,3182
766864461642756096,0,6334
766793450729734144,5523,1522
766714921925144576,2820,428
766693177336135680,4386,883
766423258543644672,6537,1774
766313316352462849,7357,2110
766078092750233600,0,2894
766069199026450432,4645,974
766008592277377025,4058,554
765719909049503744,7851,2404
765669560888528897,5631,1361
765395769549590528,28571,3779
765371061932261376,7690,2406
765222098633691136,12623,3774
764857477905154048,6953,1968
764259802650378240,6578,1697
763956972077010945,797,59
763837565564780549,13693,4666
763183847194451968,5882,1653
763167063695355904,0,3377
763103485927849985,7978,2535
762699858130116608,13219,4052
762471784394268675,12260,7280
762464539388485633,11232,4696
762316489655476224,5233,1257
762035686371364864,34702,17415
761976711479193600,5872,2250
761750502866649088,0,4399
761745352076779520,4620,953
761672994376806400,53702,32395
761599872357261312,4481,1308
761371037149827077,0,19951
761334018830917632,5661,1612
761292947749015552,4840,1229
761227390836215808,5777,1722
761004547850530816,12220,3852
760893934457552897,4151,1079
760656994973933572,7168,2144
760641137271070720,5373,1441
760539183865880579,8215,4044
760521673607086080,4586,1555
760290219849637889,29028,12791
760252756032651264,4270,962
760190180481531904,6194,2015
760153949710192640,0,37
759943073749200896,6447,2323
759923798737051648,15926,6334
759846353224826880,7278,2208
759793422261743616,6469,2121
759566828574212096,0,23587
759557299618865152,5093,1306
759447681597108224,9223,2734
759446261539934208,1812,546
759197388317847553,6565,2164
759159934323924993,0,1308
759099523532779520,15753,4665
759047813560868866,7060,2242
758854675097526272,3844,993
758828659922702336,12106,4253
758474966123810816,4136,1101
758467244762497024,5206,2474
758405701903519748,5632,2137
758355060040593408,3717,1206
758099635764359168,20810,11196
758041019896193024,2937,421
757741869644341248,7451,3605
757729163776290825,0,9044
757725642876129280,4918,1359
757611664640446465,4930,1239
757597904299253760,0,323
757596066325864448,4723,1178
757400162377592832,16411,7572
757393109802180609,6326,1940
757354760399941633,4899,1584
756998049151549440,6782,2209
756939218950160384,7194,2226
756651752796094464,5494,1469
756526248105566208,11269,4029
756303284449767430,4282,1199
756288534030475264,45926,19404
756275833623502848,6969,1699
755955933503782912,7936,3196
755206590534418437,17811,5971
755110668769038337,22930,12301
754874841593970688,0,8917
754856583969079297,7437,2796
754747087846248448,2792,578
754482103782404096,5740,2155
754449512966619136,4065,817
754120377874386944,8479,2587
754011816964026368,9519,3997
753655901052166144,6329,2424
753420520834629632,8563,3963
753398408988139520,6264,2121
753375668877008896,8232,2584
753298634498793472,0,6412
753294487569522689,3683,1156
753039830821511168,40158,23258
753026973505581056,4212,1082
752932432744185856,13663,7564
752917284578922496,7435,1743
752701944171524096,0,3195
752682090207055872,6500,1787
752660715232722944,4775,1744
752568224206688256,6008,2534
752519690950500352,7969,3809
752334515931054080,4132,1223
752309394570878976,0,18483
752173152931807232,6437,2050
751950017322246144,3336,1031
751937170840121344,5651,1487
751830394383790080,6280,2165
751793661361422336,6342,3237
751598357617971201,8530,3352
751583847268179968,4773,1238
751538714308972544,5441,1402
751456908746354688,3463,1096
751251247299190784,13521,6513
751205363882532864,6813,2023
751132876104687617,5500,1442
750868782890057730,5181,1545
750719632563142656,14296,5595
750506206503038976,4817,1274
750429297815552001,14246,4789
750383411068534784,4908,1262
750381685133418496,744,35
750147208377409536,3337,1069
750132105863102464,3916,1400
750117059602808832,4662,1435
750101899009982464,3291,931
750086836815486976,2344,601
750071704093859840,8463,3700
750056684286914561,3376,984
750041628174217216,3427,684
750026558547456000,2929,872
750011400160841729,3502,1005
749996283729883136,3265,891
749981277374128128,5510,2711
749774190421639168,5019,1449
749417653287129088,6587,1849
749403093750648834,2835,606
749395845976588288,9283,3833
749317047558017024,5923,2450
749075273010798592,6226,2295
749064354620928000,5174,1674
749036806121881602,3346,865
748977405889503236,11576,3777
748932637671223296,6314,2489
748705597323898880,2983,1042
748699167502000129,5105,1767
748692773788876800,4570,1471
748575535303884801,6550,2203
748568946752774144,2355,746
748346686624440324,5625,1367
748337862848962560,8273,4568
748324050481647620,3997,844
748307329658011649,3962,792
748220828303695873,15222,8609
747963614829678593,6252,2379
747933425676525569,7142,2817
747885874273214464,3183,1093
747844099428986880,3022,824
747816857231626240,5230,1284
747651430853525504,1488,174
747648653817413632,13899,6449
747600769478692864,2501,602
747594051852075008,3970,1166
747512671126323200,5992,1745
747461612269887489,4166,1144
747439450712596480,5860,2129
747242308580548608,0,3178
747219827526344708,5680,1738
747204161125646336,3644,1010
747103485104099331,10328,4424
746906459439529985,3106,328
746872823977771008,6447,2365
746818907684614144,5692,1893
746790600704425984,5235,1760
746757706116112384,10268,4293
746726898085036033,6494,1974
746542875601690625,5417,2054
746521445350707200,0,1084
746507379341139972,4994,1191
746369468511756288,6502,1811
746131877086527488,7415,2427
746056683365994496,3809,907
745789745784041472,4346,1172
745712589599014916,7495,2562
745433870967832576,7645,2799
745422732645535745,9218,2691
745314880350101504,7690,3057
745074613265149952,8414,3873
745057283344719872,7779,2517
744995568523612160,3210,692
744971049620602880,8460,2961
744709971296780288,6012,1713
744334592493166593,7257,2360
744234799360020481,128422,77450
744223424764059648,1826,413
743980027717509120,4460,1201
743895849529389061,3915,1052
743835915802583040,0,2308
743609206067040256,4816,1513
743595368194129920,19826,7229
743545585370791937,3775,1035
743510151680958465,8473,4065
743253157753532416,4536,1331
743222593470234624,6655,2099
743210557239623680,4116,1503
742534281772302336,7567,3898
742528092657332225,4775,2185
742465774154047488,7789,4257
742423170473463808,10576,4184
742385895052087300,7295,2192
742161199639494656,4656,1510
742150209887731712,5525,1715
741793263812808706,4884,1661
741743634094141440,8758,3037
741438259667034112,3943,918
741303864243200000,9416,3554
741099773336379392,10744,6075
741067306818797568,10121,3404
740995100998766593,6869,3044
740711788199743490,3657,1028
740699697422163968,3039,856
740676976021798912,19444,7487
740373189193256964,37218,14630
740365076218183684,2662,480
740359016048689152,3537,939
740214038584557568,7169,2162
739979191639244800,21391,6514
739932936087216128,4347,1184
739844404073074688,4064,934
739623569819336705,4092,1502
739606147276148736,5777,1820
739544079319588864,42668,23587
739485634323156992,7731,3226
739238157791694849,73436,50941
738891149612572673,115,6
738885046782832640,4036,1248
738883359779196928,3579,891
738537504001953792,5464,1716
738402415918125056,3513,934
738184450748633089,4626,1327
738166403467907072,9426,3741
738156290900254721,2710,725
737826014890496000,5641,1945
737800304142471168,10699,3800
737678689543020544,5407,1467
737445876994609152,11053,4900
737322739594330112,3866,882
737310737551491075,15716,8123
736736130620620800,4624,1915
736392552031657984,19025,8167
736365877722001409,4290,1368
736225175608430592,8709,3033
736010884653420544,8473,3260
735991953473572864,3859,1259
735648611367784448,4308,1198
735635087207878657,6628,2589
735274964362878976,13923,5578
735256018284875776,3599,967
735137028879360001,3351,1058
734912297295085568,2925,564
734787690684657664,13445,6904
