tweet_id,favorites,retweets
734776360183431168,2684,590
734559631394082816,1603,432
733828123016450049,3847,853
733822306246479872,3931,1104
733482008106668032,3363,1040
733460102733135873,4501,1406
733109485275860992,45464,17355
732732193018155009,2609,586
732726085725589504,3779,967
732585889486888962,3943,848
732375214819057664,8636,2753
732005617171337216,15972,5981
731285275100512256,3729,1074
731156023742988288,4099,1390
730924654643314689,6556,2171
730573383004487680,5271,2363
730427201120833536,3709,1140
730211855403241472,4095,1148
730196704625098752,5224,2114
729854734790754305,4299,1222
729838605770891264,1823,418
729823566028484608,4267,1358
729463711119904772,6215,2519
729113531270991872,2017,360
728986383096946689,3388,893
728760639972315136,4990,1851
728751179681943552,2988,741
728653952833728512,3542,1139
728409960103686147,5267,2203
728387165835677696,3928,1044
728046963732717569,4615,1284
728035342121635841,4858,1834
728015554473250816,4388,1195
727685679342333952,3133,696
727644517743104000,6305,1913
727524757080539137,4775,1338
727314416056803329,3549,816
727286334147182592,3241,897
727175381690781696,4132,1494
727155742655025152,3884,1450
726935089318363137,7344,2673
726887082820554753,4100,1645
726828223124897792,3792,1099
726224900189511680,4715,1269
725842289046749185,7529,2894
725786712245440512,4447,1485
725729321944506368,5533,1947
725458796924002305,1507,679
724983749226668032,3960,1429
724771698126512129,2535,699
724405726123311104,5672,1799
724049859469295616,4631,1932
724046343203856385,2846,607
724004602748780546,4474,1731
723912936180330496,4143,1339
723688335806480385,8241,3257
723673163800948736,3232,975
723179728551723008,5653,2051
722974582966214656,4388,1715
722613351520608256,5291,1790
721503162398597120,4984,2051
721001180231503872,2691,670
720785406564900865,3326,841
720775346191278080,2642,743
720415127506415616,4406,1631
720389942216527872,6846,2760
720340705894408192,3061,1064
720059472081784833,4150,1236
720043174954147842,5227,2188
719991154352222208,5161,1914
719704490224398336,4869,1588
719551379208073216,5396,2115
719367763014393856,2975,805
719339463458033665,4708,1363
719332531645071360,3641,1044
718971898235854848,3721,1203
718939241951195136,5603,1916
718631497683582976,20223,8842
718613305783398402,2613,527
718540630683709445,2654,1103
718460005985447936,2884,582
718454725339934721,5205,1643
718246886998687744,2056,547
718234618122661888,4130,1090
717841801130979328,2612,649
717790033953034240,3093,1233
717537687239008257,6154,2011
717428917016076293,1709,497
717421804990701568,3369,923
717047459982213120,6684,2080
717009362452090881,3491,1069
716802964044845056,4549,1279
716791146589110272,5903,1516
716730379797970944,1309,460
716447146686459905,14004,6425
716439118184652801,2520,240
716285507865542656,2969,1191
716080869887381504,5219,1902
715928423106027520,3418,957
715758151270801409,3987,1555
715733265223708672,4980,1855
715704790270025728,2991,617
715696743237730304,4167,1410
715680795826982913,4614,1772
715360349751484417,5842,1717
715342466308784130,3225,747
715220193576927233,2572,716
715200624753819648,5470,2057
715009755312439296,4450,1353
714982300363173890,4007,1131
714962719905021952,7858,4673
714957620017307648,4418,1551
714631576617938945,3490,1091
714606013974974464,3861,1017
714485234495041536,2894,1271
714258258790387713,3208,784
714251586676113411,3489,918
714214115368108032,2424,961
714141408463036416,4587,1531
713919462244790272,3488,850
713909862279876608,2040,598
713900603437621249,3017,811
713761197720473600,5196,1500
713411074226274305,4706,1410
713177543487135744,7688,3102
713175907180089344,4756,1589
712809025985978368,19886,7360
712717840512598017,13208,5452
712668654853337088,4444,1329
712438159032893441,5678,1706
712309440758808576,261,25
712097430750289920,4052,1135
712092745624633345,3142,985
712085617388212225,3451,533
712065007010385924,2415,686
711998809858043904,0,137
711968124745228288,8598,2525
711743778164514816,3031,1076
711732680602345472,9518,4513
711694788429553666,35114,19951
711652651650457602,4129,1001
711363825979756544,3911,1246
711306686208872448,3529,797
711008018775851008,3199,685
710997087345876993,4859,1519
710844581445812225,2724,749
710833117892898816,2877,587
710658690886586372,2465,617
710609963652087808,5126,2565
710588934686908417,4870,2052
710296729921429505,2530,804
710283270106132480,2275,564
710272297844797440,4834,1378
710269109699739648,2562,1228
710153181850935296,3102,971
710140971284037632,2956,977
710117014656950272,5869,2177
709918798883774466,3184,1173
709901256215666688,719,109
709852847387627521,3747,1302
709566166965075968,3771,1320
709556954897764353,3506,1164
709519240576036864,1588,263
709449600415961088,2377,646
709409458133323776,2798,763
709225125749587968,2561,627
709207347839836162,13463,6381
709198395643068416,2572,699
709179584944730112,2151,737
709158332880297985,2187,454
709042156699303936,5091,1801
708853462201716736,1911,718
708845821941387268,3170,981
708834316713893888,1821,550
708810915978854401,17650,7618
708738143638450176,2929,887
708711088997666817,2727,797
708479650088034305,2720,741
708469915515297792,3288,894
708400866336894977,17125,11058
708356463048204288,3852,1473
708349470027751425,2514,806
708149363256774660,4562,1688
708130923141795840,3620,917
708119489313951744,2869,1068
708109389455101952,2071,591
708026248782585858,4663,2104
707995814724026368,3318,1227
707983188426153984,51,2
707969809498152960,2882,1062
707776935007539200,3504,1038
707741517457260545,2661,670
707738799544082433,4386,2703
707693576495472641,3660,1095
707629649552134146,2760,959
707610948723478529,18144,7026
707420581654872064,2439,765
707411934438625280,2431,655
707387676719185920,3751,1431
707377100785885184,3519,1178
707315916783140866,2637,704
707297311098011648,2948,878
707059547140169728,2752,740
707038192327901184,2355,877
707021089608753152,4342,1501
707014260413456384,2463,647
706904523814649856,15589,8590
706901761596989440,2211,662
706681918348251136,3546,1060
706644897839910912,2758,1197
706593038911545345,2310,690
706538006853918722,3701,1541
706516534877929472,3312,1128
706346369204748288,3684,1007
706310011488698368,22966,8763
706291001778950144,1818,511
706265994973601792,2914,1003
706169069255446529,4196,2439
706166467411222528,5513,1765
706153300320784384,1599,420
705975130514706432,3323,809
705970349788291072,3366,976
705898680587526145,2540,620
705786532653883392,2090,581
705591895322394625,3395,1267
705475953783398401,3174,1012
705442520700944385,4771,1807
705428427625635840,4085,1864
705239209544720384,3208,820
705223444686888960,2762,881
705102439679201280,2306,565
705066031337840642,2328,663
704871453724954624,4544,1219
704859558691414016,2412,599
704847917308362754,5474,1685
704819833553219584,2833,1105
704761120771465216,7113,3178
704499785726889984,3149,1090
704491224099647488,820,92
704480331685040129,3644,1158
704364645503647744,8614,3889
704347321748819968,1693,386
704134088924532736,1623,509
704113298707505153,1989,616
704054845121142784,3130,1003
703774238772166656,1978,510
703769065844768768,3528,1243
703631701117943808,2781,757
703611486317502464,4139,1666
703425003149250560,4078,1514
703407252292673536,2639,761
703382836347330562,3756,1252
703356393781329922,2042,423
703268521220972544,2108,607
703079050210877440,7910,3383
703041949650034688,28343,13760
702932127499816960,2776,796
702899151802126337,1731,493
702684942141153280,3445,1180
702671118226825216,2345,613
702598099714314240,11086,3601
702539513671897089,3075,1055
702332542343577600,3427,1701
702321140488925184,3521,1130
702276748847800320,2650,835
702217446468493312,5155,1470
701981390485725185,3686,1084
701952816642965504,4091,1113
701889187134500865,3821,1510
701805642395348998,3675,1853
701601587219795968,2237,504
701570477911896070,3016,1025
701545186879471618,2842,664
701214700881756160,13134,5627
700890391244103680,2383,629
700864154249383937,2779,669
700847567345688576,2605,545
700796979434098688,2612,1046
700747788515020802,24526,10303
700518061187723268,2822,875
700505138482569216,2442,624
700462010979500032,4447,1974
700167517596164096,2841,819
700151421916807169,2402,726
700143752053182464,8088,3028
700062718104104960,2828,760
700029284593901568,2215,636
700002074055016451,3545,1475
699801817392291840,3267,1057
699788877217865730,2410,543
699779630832685056,2967,1357
699775878809702401,2099,669
699691744225525762,11000,5031
699446877801091073,6361,2863
699434518667751424,2327,559
699423671849451520,1466,362
699413908797464576,2209,675
699370870310113280,2011,482
699323444782047232,3385,950
699088579889332224,2395,692
699079609774645248,2620,717
699072405256409088,3223,1295
699060279947165696,4054,1990
699036661657767936,2798,1309
698989035503689728,3632,1080
698953797952008193,2903,986
698907974262222848,2725,680
698710712454139905,2655,752
698703483621523456,1556,415
698635131305795584,1374,374
698549713696649216,2486,679
698355670425473025,2005,492
698342080612007937,2433,1041
698262614669991936,5098,2207
698195409219559425,17998,6553
698178924120031232,3015,807
697995514407682048,1631,364
697990423684476929,3525,1419
697943111201378304,2572,756
697881462549430272,3242,1300
697630435728322560,1872,591
697616773278015490,3383,1108
697596423848730625,3247,1379
697575480820686848,2191,552
697516214579523584,2224,1243
697482927769255936,2594,742
697463031882764288,3657,1513
697270446429966336,5007,2039
697259378236399616,3524,1094
697255105972801536,3241,1273
697242256848379904,2697,733
696900204696625153,3426,1124
696894894812565505,2522,739
696886256886657024,5183,1961
696877980375769088,2625,781
696754882863349760,1578,388
696744641916489729,2235,1040
696713835009417216,2550,717
696518437233913856,4186,1851
696490539101908992,1311,162
696488710901260288,2726,1132
696405997980676096,3447,1247
696100768806522880,2077,726
695816827381944320,3214,1282
695794761660297217,3413,854
695767669421768709,2007,819
695629776980148225,4908,2315
695446424020918272,4668,1980
695409464418041856,9229,3910
695314793360662529,3913,1620
695095422348574720,2826,674
695074328191332352,3047,1209
695064344191721472,1721,659
695051054296211456,2855,864
694925794720792577,2896,1008
694905863685980160,2966,1029
694669722378485760,38217,15854
694356675654983680,1615,317
694352839993344000,2183,680
694342028726001664,1687,531
694329668942569472,2152,549
694206574471057408,4493,2241
694183373896572928,3152,1016
694001791655137281,3630,1133
693993230313091072,2006,443
693942351086120961,1854,405
693647888581312512,2894,651
693644216740769793,1441,142
693642232151285760,2728,455
693629975228977152,2631,879
693622659251335168,1648,406
693590843962331137,5436,2159
693582294167244802,1759,282
693486665285931008,1900,684
693280720173801472,3601,1362
693267061318012928,2557,900
693262851218264065,2393,549
693231807727280129,3066,805
693155686491000832,8467,3516
693109034023534592,1842,672
693095443459342336,2010,507
692919143163629568,2864,817
692905862751522816,2611,965
692901601640583168,1922,661
692894228850999298,2442,884
692828166163931137,3086,964
692752401762250755,7324,3992
692568918515392513,4648,1683
692535307825213440,3428,1488
692530551048294401,1979,459
692423280028966913,1582,253
692417313023332352,10053,3811
692187005137076224,2701,901
692158366030913536,2309,876
692142790915014657,1758,430
692041934689402880,3642,1394
692017291282812928,3075,1051
691820333922455552,4230,1805
691793053716221953,8733,4610
691756958957883396,3100,1125
691675652215414786,2079,559
691483041324204033,2543,630
691459709405118465,4349,1255
691444869282295808,2841,933
691416866452082688,20780,8404
691321916024623104,2768,723
691096613310316544,3174,983
691090071332753408,1828,372
690989312272396288,6350,3163
690959652130045952,3832,1382
690938899477221376,4443,2192
690932576555528194,3527,1117
690735892932222976,4043,1408
690728923253055490,2321,571
690690673629138944,2488,869
690649993829576704,1404,308
690607260360429569,310,19
690597161306841088,2105,659
690400367696297985,2001,495
690374419777196032,3484,950
690360449368465409,2854,977
690348396616552449,1609,558
690248561355657216,1805,454
690021994562220032,2994,1137
690015576308211712,2685,808
690005060500217858,3923,1854
689999384604450816,1527,413
689993469801164801,1576,503
689977555533848577,1464,489
689905486972461056,2595,761
689877686181715968,3235,1304
689835978131935233,2317,825
689661964914655233,3426,1015
689659372465688576,11168,4282
689623661272240129,2401,717
689599056876867584,12492,6070
689557536375177216,2206,509
689517482558820352,3639,1568
689289219123089408,2414,1015
689283819090870273,3526,1214
689280876073582592,2144,790
689275259254616065,1240,272
689255633275777024,2752,1182
689154315265683456,3282,1104
689143371370250240,2181,568
688916208532455424,2929,959
688908934925697024,2269,847
688898160958271489,2254,865
688894073864884227,2391,770
688828561667567616,1472,406
688804835492233216,1025,215
688789766343622656,2374,728
688547210804498433,2791,770
688519176466644993,2469,801
688385280030670848,9981,4896
688211956440801280,2382,919
688179443353796608,2269,645
688116655151435777,3025,862
688064179421470721,1837,395
687841446767013888,5869,2790
687826841265172480,2928,1253
687818504314159109,2684,1051
687807801670897665,2564,767
687732144991551489,1891,725
687704180304273409,2616,929
687664829264453632,2080,564
687494652870668288,2053,633
687480748861947905,1714,273
687476254459715584,2124,592
687460506001633280,2188,595
687399393394311168,2032,688
687317306314240000,21576,10085
687312378585812992,4673,2092
687127927494963200,5866,2519
687124485711986689,2319,557
687109925361856513,6222,2719
687102708889812993,2508,1091
687096057537363968,2403,672
686947101016735744,9239,3488
686760001961103360,3764,1510
686749460672679938,3730,1611
686730991906516992,4451,1316
686683045143953408,3007,885
686618349602762752,3944,1496
686606069955735556,2022,595
686394059078897668,1885,752
686386521809772549,3481,975
686377065986265092,2377,621
686358356425093120,2356,751
686286779679375361,4287,1837
686050296934563840,2364,811
686035780142297088,1239,134
686034024800862208,3342,1290
686007916130873345,2649,460
686003207160610816,1954,705
685973236358713344,2267,590
685943807276412928,1756,674
685906723014619143,8081,3203
685681090388975616,2171,139
685667379192414208,2504,636
685663452032069632,3479,1607
685641971164143616,3138,854
685547936038666240,35396,17247
685532292383666176,3263,1269
685325112850124800,10199,4399
685321586178670592,2842,712
685315239903100929,3592,1187
685307451701334016,2213,482
685268753634967552,3334,1335
685198997565345792,2490,737
685169283572338688,4389,1569
684969860808454144,2462,422
684959798585110529,7144,3443
684940049151070208,3447,1152
684926975086034944,3763,524
684914660081053696,3755,1611
684902183876321280,2008,585
684880619965411328,2251,911
684830982659280897,37679,23763
684800227459624960,2911,1090
684594889858887680,9596,3897
684588130326986752,4415,1552
684567543613382656,3223,1363
684538444857667585,2846,1061
684481074559381504,4145,1289
684460069371654144,2113,611
684241637099323392,8758,3633
684225744407494656,1329,232
684222868335505415,4124,1523
684200372118904832,2330,1135
684195085588783105,2052,572
684188786104872960,3730,1295
684177701129875456,2165,740
684147889187209216,3195,1648
684122891630342144,2131,525
684097758874210310,4406,1577
683857920510050305,4066,1226
683852578183077888,2061,386
683849932751646720,2810,1080
683834909291606017,2812,1219
683828599284170753,2984,1161
683773439333797890,3590,1487
683742671509258241,7000,3668
683515932363329536,7896,3195
683498322573824003,3392,1054
683481228088049664,2817,1088
683462770029932544,2613,737
683449695444799489,4170,1771
683391852557561860,8157,2622
683357973142474752,3161,1036
683142553609318400,3087,1148
683111407806746624,3647,1005
683098815881154561,2320,717
683078886620553216,2127,617
683030066213818368,2314,805
682962037429899265,39774,18415
682808988178739200,1898,204
682788441537560576,2647,1232
682750546109968385,1628,479
682697186228989953,1409,393
682662431982772225,3263,1179
682638830361513985,2204,659
682429480204398592,3676,1276
682406705142087680,8128,1946
682393905736888321,2385,750
682389078323662849,1787,511
682303737705140231,3299,1098
682259524040966145,4470,1345
682242692827447297,3490,1300
682088079302213632,19666,10934
682059653698686977,5313,1866
682047327939461121,3438,1063
682032003584274432,7052,2221
682003177596559360,3375,1678
681981167097122816,2967,1131
681891461017812993,2644,916
681694085539872773,13699,4445
681679526984871937,1879,488
681654059175129088,2829,1022
681610798867845120,2048,518
681579835668455424,3805,1443
681523177663676416,15366,6412
681340665377193984,1754,305
681339448655802368,9954,4465
681320187870711809,2849,840
681302363064414209,4222,2012
681297372102656000,3406,1055
681281657291280384,3442,1211
681261549936340994,1556,300
681242418453299201,1602,603
681231109724700672,2557,530
681193455364796417,3971,1636
680970795137544192,2595,725
680959110691590145,4877,2183
680940246314430465,3456,1166
680934982542561280,2221,485
680913438424612864,2556,680
680889648562991104,1890,403
680836378243002368,3687,1468
680805554198020098,2315,725
680801747103793152,2537,907
680798457301471234,3059,1145
680609293079592961,2823,784
680583894916304897,3856,1473
680497766108381184,4530,2105
680494726643068929,1837,528
680473011644985345,2709,821
680440374763077632,1551,552
680221482581123072,1558,318
680206703334408192,3034,1290
680191257256136705,2292,560
680176173301628928,4171,1715
680161097740095489,2474,802
680145970311643136,3872,1911
680130881361686529,2453,1044
680115823365742593,2899,1003
680100725817409536,3815,1507
680085611152338944,13667,9779
680070545539371008,2748,962
680055455951884288,17874,7829
679877062409191424,2099,706
679872969355714560,2312,726
679862121895714818,2631,684
679854723806179328,3071,1356
679844490799091713,2535,857
679828447187857408,38800,15393
679777920601223168,3299,1235
679736210798047232,2240,882
679729593985699840,2310,906
679722016581222400,1770,520
679530280114372609,5081,2278
679527802031484928,2832,802
679511351870550016,3604,1415
679503373272485890,3383,1629
679475951516934144,2245,703
679462823135686656,34018,20700
679405845277462528,2539,1328
679158373988876288,22993,8917
679148763231985668,2959,1130
679132435750195208,3169,1275
679111216690831360,6377,2813
679062614270468097,18283,9044
679047485189439488,2408,752
679001094530465792,3013,1351
678991772295516161,2483,1284
678969228704284672,1749,506
678800283649069056,2746,988
678798276842360832,3723,1303
678774928607469569,2967,1011
678767140346941444,3766,1507
678764513869611008,1739,526
678755239630127104,7625,3641
678740035362037760,3997,1872
678708137298427904,5936,2669
678675843183484930,3069,1634
678643457146150913,2186,470
678446151570427904,4260,1727
678424312106393600,5774,2788
678410210315247616,4522,2000
678399652199309312,61874,30288
678396796259975168,1688,459
678389028614488064,1989,459
678380236862578688,2594,988
678341075375947776,1840,590
678334497360859136,1382,292
678278586130948096,12240,6644
678255464182861824,1686,406
678023323247357953,2049,426
678021115718029313,14657,6957
677961670166224897,3623,1832
677918531514703872,1433,445
677895101218201600,5147,2314
677716515794329600,3242,1067
677700003327029250,3600,1567
677698403548192770,1299,347
677687604918272002,2626,918
677673981332312066,3545,1632
677662372920729601,2077,1064
677644091929329666,1996,867
677573743309385728,2272,798
677565715327688705,1370,499
677557565589463040,2592,1269
677547928504967168,7372,3960
677530072887205888,1130,244
677335745548390400,3245,1951
677334615166730240,1438,319
677331501395156992,1157,258
677328882937298944,3855,1632
677314812125323265,1749,586
677301033169788928,1321,452
677269281705472000,2107,766
677228873407442944,3755,1782
677187300187611136,2901,1000
676975532580409345,2940,1167
676949632774234114,1373,427
676948236477857792,2298,950
676946864479084545,1803,409
676942428000112642,2202,831
676936541936185344,13484,5357
676916996760600576,3151,1951
676897532954456065,2380,789
676864501615042560,2231,781
676821958043033607,24497,17034
676819651066732545,1909,721
676811746707918848,1502,459
676776431406465024,5281,2186
676617503762681856,3066,1071
676613908052996102,1150,210
676606785097199616,1991,478
676603393314578432,1237,426
676593408224403456,4840,2344
676590572941893632,976,139
676588346097852417,2472,865
676582956622721024,1273,305
676575501977128964,2733,1222
676533798876651520,1984,605
676496375194980353,1598,580
676470639084101634,12340,5081
676440007570247681,1818,728
676430933382295552,1475,374
676263575653122048,2186,591
676237365392908289,1290,322
676219687039057920,79101,33735
676215927814406144,1833,638
676191832485810177,2401,1112
676146341966438401,2027,724
676121918416756736,2266,1266
676101918813499392,2965,1251
676098748976615425,3188,1562
676089483918516224,1386,464
675898130735476737,1732,630
675891555769696257,2248,946
675888385639251968,2515,1037
675878199931371520,4418,1526
675870721063669760,1733,611
675853064436391936,2842,1410
675849018447167488,997,165
675845657354215424,2410,966
675822767435051008,1605,575
675820929667219457,1106,248
675798442703122432,10837,3663
675781562965868544,1701,513
675740360753160193,1224,373
675710890956750848,1998,899
675707330206547968,2100,746
675706639471788032,679,103
675534494439489536,1904,452
675531475945709568,1243,416
675522403582218240,1093,307
675517828909424640,1377,492
675501075957489664,18074,6289
675497103322386432,3308,1405
675489971617296384,1362,645
675483430902214656,1944,1048
675432746517426176,1596,613
675372240448454658,1798,545
675362609739206656,1103,250
675354435921575936,34479,18483
675349384339542016,4142,2445
675334060156301312,2924,1389
675166823650848770,3809,1744
675153376133427200,6619,2808
675149409102012420,3935,1816
675147105808306176,994,260
675146535592706048,1255,338
675145476954566656,2243,967
675135153782571009,1362,529
675113801096802304,2052,842
675111688094527488,1010,272
675109292475830276,2926,1216
675047298674663426,1110,354
675015141583413248,2846,1290
675006312288268288,1023,242
675003128568291329,1625,505
674999807681908736,2360,1190
674805413498527744,906,380
674800520222154752,3152,929
674793399141146624,2631,1174
674790488185167872,1152,271
674788554665512960,846,223
674781762103414784,2098,1300
674774481756377088,1181,513
674767892831932416,1922,858
674764817387900928,826,258
674754018082705410,1425,481
674752233200820224,1540,501
674743008475090944,1468,587
674742531037511680,514,54
674739953134403584,1172,422
674737130913071104,673,99
674690135443775488,1201,499
674670581682434048,1693,699
674664755118911488,963,271
674646392044941312,1499,538
674644256330530816,1075,295
674638615994089473,1753,628
674632714662858753,1566,616
674606911342424069,985,108
674468880899788800,6505,2209
674447403907457024,1110,382
674436901579923456,1166,420
674422304705744896,1492,568
674416750885273600,711,149
674410619106390016,1250,500
674394782723014656,1563,615
674372068062928900,889,331
674330906434379776,583,77
674318007229923329,1477,551
674307341513269249,11858,7431
674291837063053312,15454,6330
674271431610523648,1638,777
674269164442398721,934,245
674265582246694913,1712,900
674262580978937856,1355,488
674255168825880576,1530,601
674082852460433408,784,181
674075285688614912,1020,305
674063288070742018,6645,2379
674053186244734976,3475,1399
674051556661161984,1516,516
674045139690631169,1474,688
674042553264685056,750,136
674038233588723717,1147,436
674036086168010753,876,233
674024893172875264,1867,1310
674019345211760640,1180,322
674014384960745472,1636,693
674008982932058114,1253,376
673956914389192708,2034,1034
673919437611909120,1216,388
673906403526995968,3326,1739
673887867907739649,973,267
673716320723169284,3210,813
673715861853720576,3701,2234
673711475735838725,1083,318
673709992831262724,886,296
673708611235921920,1117,308
673707060090052608,1148,419
673705679337693185,1308,422
673700254269775872,1492,609
673697980713705472,3965,2092
673689733134946305,1816,689
673688752737402881,1317,527
673686845050527744,1506,465
673680198160809984,1426,499
673662677122719744,1302,384
673656262056419329,749,258
673636718965334016,1167,395
673612854080196609,1653,775
673583129559498752,1238,391
673580926094458881,863,284
673576835670777856,1439,596
673363615379013632,1064,330
673359818736984064,1519,711
673355879178194945,1551,626
673352124999274496,1718,575
673350198937153538,762,223
673345638550134785,2626,1373
673343217010679808,1010,283
673342308415348736,1316,630
673320132811366400,14100,8458
673317986296586240,902,281
673295268553605120,7841,3377
673270968295534593,1104,394
673240798075449344,1474,771
673213039743795200,2344,900
673148804208660480,1771,668
672997845381865473,2042,764
672995267319328768,991,316
672988786805112832,1012,305
672984142909456390,1297,573
672980819271634944,1878,1052
672975131468300288,1754,975
672970152493887488,994,375
672968025906282496,1367,583
672964561327235073,1475,680
672902681409806336,1421,533
672898206762672129,922,445
672884426393653248,1619,879
672877615439593473,1066,391
672834301050937345,1367,608
672828477930868736,1305,518
672640509974827008,1009,340
672622327801233409,1344,523
672614745925664768,1270,623
672609152938721280,1157,410
672604026190569472,1159,431
672594978741354496,1376,641
672591762242805761,988,350
672591271085670400,755,198
672538107540070400,1066,394
672523490734551040,677,181
672488522314567680,1154,465
672482722825261057,1178,641
672481316919734272,739,129
672475084225949696,1494,742
672466075045466113,1411,572
672272411274932228,6719,3588
672267570918129665,1556,646
672264251789176834,1191,363
672256522047614977,2926,1653
672254177670729728,1481,782
672248013293752320,1791,639
672245253877968896,713,164
672239279297454080,929,336
672231046314901505,1915,1065
672222792075620352,813,224
672205392827572224,2349,1226
672169685991993344,1057,393
672160042234327040,905,382
672139350159835138,1824,767
672125275208069120,2502,1211
672095186491711488,1034,388
672082170312290304,979,387
672068090318987265,1352,545
671896809300709376,8791,4397
671891728106971137,1382,594
671882082306625538,3603,1454
671879137494245376,1478,728
671874878652489728,1302,584
671866342182637568,1170,531
671855973984772097,954,483
671789708968640512,7343,3692
671768281401958400,1239,553
671763349865160704,1749,975
671744970634719232,1398,817
671743150407421952,767,240
671735591348891648,1499,792
671729906628341761,8886,4632
671561002136281088,13384,7684
671550332464455680,951,219
671547767500775424,1411,632
671544874165002241,2075,1110
671542985629241344,1135,598
671538301157904385,962,418
671536543010570240,1225,435
671533943490011136,1070,611
671528761649688577,876,272
671520732782923777,1453,561
671518598289059840,984,306
671511350426865664,1680,771
671504605491109889,7323,3744
671497587707535361,957,472
671488513339211776,1050,496
671486386088865792,605,217
671485057807351808,792,243
671390180817915904,1470,782
671362598324076544,1164,310
671357843010908160,416,155
671355857343524864,496,118
671347597085433856,1010,460
671186162933985280,768,228
671182547775299584,1166,362
671166507850801152,908,375
671163268581498880,1731,1173
671159727754231808,388,86
671154572044468225,747,229
671151324042559489,695,161
671147085991960577,698,242
671141549288370177,1213,691
671138694582165504,967,425
671134062904504320,776,205
671122204919246848,3638,2687
671115716440031232,1406,817
671109016219725825,1190,464
670995969505435648,1150,308
670842764863651840,25531,9300
670840546554966016,617,206
670838202509447168,1158,736
670833812859932673,465,132
670832455012716544,765,231
670826280409919488,5799,4315
670823764196741120,806,201
670822709593571328,633,102
670815497391357952,3310,1643
670811965569282048,1172,284
670807719151067136,1189,520
670804601705242624,2043,1004
670803562457407488,351,93
670797304698376195,756,248
670792680469889025,867,293
670789397210615808,689,254
670786190031921152,627,213
670783437142401025,850,419
670782429121134593,1641,831
670780561024270336,807,304
670778058496974848,339,76
670764103623966721,1114,451
670755717859713024,465,120
670733412878163972,996,537
670727704916926465,866,390
670717338665226240,1266,526
670704688707301377,789,391
670691627984359425,610,256
670679630144274432,779,307
670676092097810432,261,45
670668383499735048,11161,5349
670474236058800128,1586,810
670468609693655041,364,89
670465786746662913,1010,587
670452855871037440,570,220
670449342516494336,1235,710
670444955656130560,6975,2092
670442337873600512,677,206
670435821946826752,1093,555
670434127938719744,1462,688
670433248821026816,335,121
670428280563085312,1447,674
670427002554466305,537,174
670421925039075328,1363,681
670420569653809152,655,332
670417414769758208,588,341
670411370698022913,2125,959
670408998013820928,580,237
670403879788544000,450,168
670385711116361728,582,227
670374371102445568,767,286
670361874861563904,340,71
670338931251150849,443,118
670319130621435904,4010,1308
670303360680108032,442,143
670290420111441920,737,300
670093938074779648,1077,358
670086499208155136,724,267
670079681849372674,2320,1335
670073503555706880,1625,839
670069087419133954,660,262
670061506722140161,795,367
670055038660800512,695,350
670046952931721218,674,187
670040295598354432,782,117
670037189829525505,610,296
670003130994700288,345,98
669993076832759809,336,89
669972011175813120,461,171
669970042633789440,313,64
669942763794931712,528,179
669926384437997569,394,111
669923323644657664,245,61
669753178989142016,840,425
669749430875258880,283,68
669684865554620416,542,94
669683899023405056,408,116
669682095984410625,368,141
669680153564442624,697,304
669661792646373376,838,463
669625907762618368,3679,1912
669603084620980224,985,392
669597912108789760,533,160
669583744538451968,1547,988
669573570759163904,450,153
669571471778410496,1648,1062
669567591774625800,243,60
669564461267722241,402,130
669393256313184256,378,81
669375718304980992,1390,764
669371483794317312,515,190
669367896104181761,477,166
669363888236994561,651,242
669359674819481600,381,131
669354382627049472,2818,1344
669353438988365824,671,269
669351434509529089,461,198
669328503091937280,1050,440
669327207240699904,599,121
669324657376567296,513,218
669216679721873412,938,408
669214165781868544,460,178
669203728096960512,1047,504
669037058363662336,683,328
669015743032369152,768,392
669006782128353280,596,264
669000397445533696,21689,6734
668994913074286592,458,248
668992363537309700,779,369
668989615043424256,710,345
668988183816871936,936,500
668986018524233728,574,177
668981893510119424,563,326
668979806671884288,826,373
668975677807423489,1364,619
668967877119254528,154,25
668960084974809088,734,251
668955713004314625,295,74
668932921458302977,281,61
668902994700836864,330,106
668892474547511297,412,161
668872652652679168,548,314
668852170888998912,470,174
668826086256599040,456,147
668815180734689280,595,285
668779399630725120,732,397
668655139528511488,550,229
668645506898350081,934,573
668643542311546881,922,562
668641109086707712,1122,563
668636665813057536,1082,510
668633411083464705,2938,1744
668631377374486528,745,338
668627278264475648,332,122
668625577880875008,410,140
668623201287675904,1505,826
668620235289837568,216,46
668614819948453888,635,334
668587383441514497,1731,1145
668567822092664832,254,61
668544745690562560,542,239
668542336805281792,483,226
668537837512433665,258,78
668528771708952576,484,237
668507509523615744,339,113
668496999348633600,427,139
668484198282485761,442,248
668480044826800133,477,155
668466899341221888,920,544
668297328638447616,643,313
668291999406125056,259,34
668286279830867968,524,144
668274247790391296,856,241
668268907921326080,574,251
668256321989451776,1352,650
668248472370458624,1028,511
668237644992782336,6443,3001
668226093875376128,316,110
668221241640230912,525,209
668204964695683073,574,204
668190681446379520,674,205
668171859951755264,511,202
668154635664932864,513,330
668142349051129856,580,302
668113020489474048,689,258
667937095915278337,1321,838
667924896115245057,309,117
667915453470232577,217,58
667911425562669056,511,318
667902449697558528,876,390
667886921285246976,1967,1150
667885044254572545,846,508
667878741721415682,403,124
667873844930215936,651,427
667866724293877760,3103,1084
667861340749471744,250,81
667832474953625600,294,65
667806454573760512,1089,524
